Mfr Name,Carline,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Air Aspiration Method Desc,Trans Desc,# Gears,Drive Desc,Annual Fuel Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class Desc,Release Date,Stop/Start System (Engine Management System)  Description,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted
BMW,M850i xDrive Gran Coupe,4.4,8,Auto(S8),17,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,2900,2,2,Midsize Cars,4/1/22,Yes,526,372
BMW,X2 M35i,2,4,Auto(S8),24,31,Turbocharged,Semi-Automatic,8,All Wheel Drive,2050,2,2,Midsize Cars,4/1/22,Yes,372,286
BMW,X2 sDrive28i,2,4,Auto(S8),24,32,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",2050,2,2,Midsize Cars,4/6/22,Yes,371,278
BMW,X2 xDrive28i,2,4,Auto(S8),24,31,Turbocharged,Semi-Automatic,8,All Wheel Drive,2050,2,2,Midsize Cars,4/6/22,Yes,372,286
General Motors,CT5,2,4,Auto(S10),23,33,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2050,2,2,Midsize Cars,6/30/22,Yes,387,268
General Motors,CT5,3,6,Auto(S10),19,27,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2500,2,2,Midsize Cars,6/30/22,Yes,468,329
General Motors,CT5 AWD,2,4,Auto(S10),22,30,Turbocharged,Semi-Automatic,10,All Wheel Drive,2200,2,2,Midsize Cars,6/30/22,Yes,412,292
General Motors,CT5 AWD,3,6,Auto(S10),18,26,Turbocharged,Semi-Automatic,10,All Wheel Drive,2600,2,2,Midsize Cars,6/29/22,Yes,481,343
General Motors,CT5 V,3,6,Auto(S10),18,27,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2600,2,2,Midsize Cars,6/30/22,Yes,494,329
General Motors,CT5 V,6.2,8,Auto(S10),13,21,Supercharged,Semi-Automatic,10,"2-Wheel Drive, Rear",3400,1,1,Midsize Cars,6/30/22,No,674,415
General Motors,CT5 V,6.2,8,Manual(M6),13,21,Supercharged,Manual,6,"2-Wheel Drive, Rear",3650,1,1,Midsize Cars,6/30/22,No,692,422
General Motors,MALIBU,1.5,4,Auto(AV),27,35,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Midsize Cars,9/12/22,Yes,322,256
FCA US LLC,Challenger,3.6,6,Auto(A8),19,30,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",1900,2,2,Midsize Cars,12/5/22,No,466,295
FCA US LLC,Challenger,5.7,8,Auto(A8),16,25,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2700,1,1,Midsize Cars,12/5/22,No,556,355
FCA US LLC,Challenger,5.7,8,Manual(M6),15,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",3050,1,1,Midsize Cars,12/5/22,No,587,380
FCA US LLC,Challenger,6.4,8,Auto(A8),15,24,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3050,1,1,Midsize Cars,12/5/22,No,602,363
FCA US LLC,Challenger,6.4,8,Manual(M6),14,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",3200,1,1,Midsize Cars,12/5/22,No,629,393
FCA US LLC,Challenger AWD,3.6,6,Auto(A8),18,27,Naturally Aspirated,Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,12/5/22,No,484,330
FCA US LLC,Challenger SRT,6.2,8,Auto(A8),13,22,Supercharged,Automatic,8,"2-Wheel Drive, Rear",3400,1,1,Midsize Cars,12/5/22,No,663,403
FCA US LLC,Challenger SRT Widebody,6.2,8,Auto(A8),13,21,Supercharged,Automatic,8,"2-Wheel Drive, Rear",3650,1,1,Midsize Cars,12/5/22,No,700,415
FCA US LLC,Challenger Widebody,6.4,8,Auto(A8),15,24,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3050,1,1,Midsize Cars,12/5/22,No,602,363
FCA US LLC,Challenger Widebody,6.4,8,Manual(M6),14,23,Naturally Aspirated,Manual,6,"2-Wheel Drive, Rear",3200,1,1,Midsize Cars,12/5/22,No,629,393
Honda,ACCORD SPORT/TOURING,2,4,Auto(AV),46,41,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1000,2,2,Midsize Cars,1/21/23,Yes,192,216
Honda,CIVIC 4Dr,1.5,4,Auto(AV),33,42,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1250,2,2,Midsize Cars,10/19/22,Yes,268,212
Honda,CIVIC 4Dr,1.5,4,Auto(AV-S7),31,38,Turbocharged,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1300,2,2,Midsize Cars,10/19/22,Yes,285,230
Honda,CIVIC 4Dr,1.5,4,Manual(M6),27,37,Turbocharged,Manual,6,"2-Wheel Drive, Front",1750,2,2,Midsize Cars,10/19/22,Yes,323,239
Honda,CIVIC 4Dr,2,4,Auto(AV-S7),30,37,Naturally Aspirated,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1350,2,2,Midsize Cars,10/19/22,Yes,292,235
Hyundai,Elantra,1.6,4,Auto(AM-S7),28,36,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1450,2,2,Midsize Cars,5/1/22,No,318,251
Hyundai,Elantra,2,4,Auto(AV-S1),33,42,Naturally Aspirated,Selectable Continuously Variable,1,"2-Wheel Drive, Front",1200,2,2,Midsize Cars,5/1/22,Yes,273,212
Hyundai,Elantra,2,4,Auto(AV-S1),30,40,Naturally Aspirated,Selectable Continuously Variable,1,"2-Wheel Drive, Front",1300,2,2,Midsize Cars,5/1/22,No,294,224
Hyundai,Elantra Hybrid,1.6,4,Auto(AM-S6),49,52,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",900,2,2,Midsize Cars,5/1/22,Yes,180,172
Hyundai,Elantra Hybrid Blue,1.6,4,Auto(AM-S6),53,56,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",800,2,2,Midsize Cars,5/1/22,Yes,169,161
Hyundai,Elantra N,2,4,Auto(AM-S8),20,30,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",2400,2,2,Midsize Cars,9/15/22,No,458,303
Hyundai,Elantra N,2,4,Manual(M6),22,31,Turbocharged,Manual,6,"2-Wheel Drive, Front",2200,2,2,Midsize Cars,9/15/22,No,413,291
Hyundai,Venue,1.6,4,Auto(AV-S1),29,33,Naturally Aspirated,Selectable Continuously Variable,1,"2-Wheel Drive, Front",1450,2,2,Midsize Cars,7/15/22,No,304,273
Nissan,Q50,3,6,Auto(S7),20,29,Turbocharged,Semi-Automatic,7,"2-Wheel Drive, Rear",2400,2,2,Midsize Cars,7/14/22,No,446,305
Nissan,Q50 AWD,3,6,Auto(S7),19,27,Turbocharged,Semi-Automatic,7,All Wheel Drive,2500,2,2,Midsize Cars,7/14/22,No,464,329
Nissan,Q50 AWD RED SPORT,3,6,Auto(S7),19,26,Turbocharged,Semi-Automatic,7,All Wheel Drive,2500,2,2,Midsize Cars,7/14/22,No,468,342
Nissan,Q50 RED SPORT,3,6,Auto(S7),20,26,Turbocharged,Semi-Automatic,7,"2-Wheel Drive, Rear",2500,2,2,Midsize Cars,7/14/22,No,455,340
Jaguar Land Rover L,XF P250,2,4,Auto(S8),25,33,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",1950,2,2,Midsize Cars,6/20/22,Yes,357,268
Jaguar Land Rover L,XF P250 AWD,2,4,Auto(S8),23,32,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,6/20/22,Yes,384,277
Jaguar Land Rover L,XF P300 AWD,2,4,Auto(S8),22,30,Turbocharged,Semi-Automatic,8,All Wheel Drive,2200,2,2,Midsize Cars,6/20/22,Yes,402,291
Kia,Forte,1.6,4,Auto(AM-S7),27,35,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1500,2,2,Midsize Cars,6/1/22,No,331,253
Kia,Forte,1.6,4,Manual(M6),22,31,Turbocharged,Manual,6,"2-Wheel Drive, Front",1700,2,2,Midsize Cars,6/1/22,No,398,286
Kia,Forte,2,4,Auto(AV),28,39,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1400,2,2,Midsize Cars,6/1/22,No,316,230
Kia,Forte FE,2,4,Auto(AV),30,41,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1300,2,2,Midsize Cars,6/1/22,No,297,217
Kia,Stinger AWD,2.5,4,Auto(S8),21,29,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Midsize Cars,4/1/22,Yes,436,310
Kia,Stinger AWD,3.3,6,Auto(S8),17,24,Turbocharged,Semi-Automatic,8,All Wheel Drive,2750,2,2,Midsize Cars,4/1/22,Yes,519,367
Kia,Stinger RWD,2.5,4,Auto(S8),22,32,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Midsize Cars,4/1/22,Yes,413,284
Kia,Stinger RWD,3.3,6,Auto(S8),18,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",2750,2,2,Midsize Cars,4/1/22,Yes,503,356
Toyota,ES 250 AWD,2.5,4,Auto(S8),25,34,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1600,2,2,Midsize Cars,9/7/22,No,353,256
Toyota,ES 300h,2.5,4,Auto(AV-S6),43,44,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",1000,2,2,Midsize Cars,9/7/22,Yes,204,198
Toyota,ES 350,3.5,6,Auto(S8),22,32,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Midsize Cars,9/14/22,No,404,275
Toyota,ES 350 F SPORT,3.5,6,Auto(S8),22,31,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1750,2,2,Midsize Cars,9/14/22,No,409,283
Toyota,LS 500,3.4,6,Auto(S10),18,29,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Rear",2500,2,2,Midsize Cars,11/2/22,No,483,309
Toyota,LS 500 AWD,3.4,6,Auto(S10),17,27,Turbocharged,Semi-Automatic,10,All Wheel Drive,2600,2,2,Midsize Cars,11/2/22,No,519,327
Toyota,LS 500h AWD,3.5,6,Auto(AV-S10),22,29,Naturally Aspirated,Selectable Continuously Variable,10,All Wheel Drive,2200,2,2,Midsize Cars,11/2/22,Yes,400,307
Maserati,GHIBLI GT,3,6,Auto(A8),18,25,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2750,2,2,Midsize Cars,6/1/22,Yes,503,354
Maserati,GHIBLI MODENA AWD,3,6,Auto(A8),17,25,Turbocharged,Automatic,8,All Wheel Drive,2750,2,2,Midsize Cars,6/15/22,Yes,534,361
Maserati,GHIBLI MODENA RWD,3,6,Auto(A8),18,25,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2750,2,2,Midsize Cars,6/1/22,Yes,503,354
Maserati,GHIBLI TROFEO,3.8,8,Auto(A8),13,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",3400,2,2,Midsize Cars,6/1/22,Yes,654,446
MAZDA,MAZDA3 5-Door 2WD,2.5,4,Auto(S6),27,35,Naturally Aspirated,Semi-Automatic,6,"2-Wheel Drive, Front",1500,2,2,Midsize Cars,9/20/22,No,326,251
MAZDA,MAZDA3 5-Door 2WD,2.5,4,Manual(M6),26,36,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",1500,2,2,Midsize Cars,9/20/22,No,339,244
MAZDA,MAZDA3 5-Door 4WD,2.5,4,Auto(S6),26,33,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,1550,2,2,Midsize Cars,9/20/22,No,343,272
MAZDA,MAZDA3 5-Door 4WD,2.5,4,Auto(S6),23,31,Turbocharged,Semi-Automatic,6,4-Wheel Drive,1700,2,2,Midsize Cars,9/20/22,No,380,285
Mercedes-Benz,AMG E 53 4MATIC+,3,6,Auto(A9),21,29,Other,Automatic,9,All Wheel Drive,2300,2,2,Midsize Cars,11/8/22,Yes,413,305
Mercedes-Benz,AMG E 63 S 4MATIC+,4,8,Auto(A9),16,24,Turbocharged,Automatic,9,All Wheel Drive,2900,2,2,Midsize Cars,12/22/22,Yes,556,374
Mercedes-Benz,E 350,2,4,Auto(A9),23,31,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2100,2,2,Midsize Cars,9/27/22,Yes,389,285
Mercedes-Benz,E 350 4MATIC,2,4,Auto(A9),21,30,Turbocharged,Automatic,9,All Wheel Drive,2300,2,2,Midsize Cars,9/27/22,Yes,417,299
Mercedes-Benz,E 450 4MATIC,3,6,Auto(A9),23,31,Turbocharged,Automatic,9,All Wheel Drive,2100,2,2,Midsize Cars,10/20/22,Yes,391,285
BMW,COOPER COUNTRYMAN,1.5,3,Auto(AM-S7),26,32,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1950,2,2,Midsize Cars,4/1/22,Yes,343,273
BMW,COOPER COUNTRYMAN ALL4,1.5,3,Auto(S8),23,31,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,4/1/22,Yes,379,285
BMW,COOPER S CLUBMAN,2,4,Auto(AM-S7),25,35,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1900,2,2,Midsize Cars,4/6/22,No,349,256
BMW,COOPER S CLUBMAN,2,4,Manual(M6),22,32,Turbocharged,Manual,6,"2-Wheel Drive, Front",2200,2,2,Midsize Cars,4/6/22,No,407,279
BMW,COOPER S CLUBMAN ALL4,2,4,Auto(S8),23,32,Turbocharged,Semi-Automatic,8,All Wheel Drive,2050,2,2,Midsize Cars,4/6/22,Yes,379,275
BMW,COOPER S COUNTRYMAN,2,4,Auto(AM-S7),24,33,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1950,2,2,Midsize Cars,4/6/22,No,362,271
BMW,COOPER S COUNTRYMAN ALL4,2,4,Auto(S8),23,31,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,4/6/22,Yes,389,283
BMW,JCW COUNTRYMAN ALL4,2,4,Auto(S8),24,30,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,4/1/22,Yes,376,293
BMW,JOHN COOPER WORKS CLUBMAN ALL4,2,4,Auto(S8),23,31,Turbocharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,4/1/22,Yes,381,286
Nissan,ALTIMA,2.5,4,Auto(AV),27,39,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1400,2,2,Midsize Cars,9/20/22,No,324,230
Nissan,ALTIMA AWD,2.5,4,Auto(AV),26,36,Naturally Aspirated,Continuously Variable,1,All Wheel Drive,1500,2,2,Midsize Cars,9/20/22,No,341,250
Nissan,ALTIMA SL/SR,2.5,4,Auto(AV),27,37,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1450,2,2,Midsize Cars,9/20/22,No,328,238
Nissan,ALTIMA SR,2,4,Auto(AV-S8),25,34,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1550,2,2,Midsize Cars,9/28/22,No,350,263
Nissan,KICKS,1.6,4,Auto(AV),31,36,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1350,2,2,Midsize Cars,8/26/22,No,287,248
Nissan,MAXIMA,3.5,6,Auto(AV-S7),20,30,Naturally Aspirated,Selectable Continuously Variable,7,"2-Wheel Drive, Front",2300,2,2,Midsize Cars,9/16/22,No,444,297
Subaru,IMPREZA 4-Door,2,4,Auto(AV-S7),28,36,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1400,2,2,Midsize Cars,6/16/22,No,310,243
Subaru,IMPREZA 4-Door,2,4,Manual(M5),23,31,Naturally Aspirated,Manual,5,All Wheel Drive,1700,2,2,Midsize Cars,6/16/22,No,381,283
Subaru,IMPREZA 4-Door SPORT,2,4,Auto(AV-S7),27,36,Naturally Aspirated,Selectable Continuously Variable,7,All Wheel Drive,1500,2,2,Midsize Cars,6/16/22,No,326,247
Subaru,WRX,2.4,4,Auto(AV-S8),19,25,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,2600,2,2,Midsize Cars,12/8/22,No,476,350
Subaru,WRX,2.4,4,Manual(M6),19,26,Turbocharged,Manual,6,All Wheel Drive,2500,2,2,Midsize Cars,12/8/22,No,464,337
Toyota,CAMRY,3.5,6,Auto(S8),22,33,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Midsize Cars,8/2/22,No,395,268
Toyota,CAMRY AWD LE/SE,2.5,4,Auto(S8),25,34,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1550,2,2,Midsize Cars,8/2/22,No,352,260
Toyota,CAMRY AWD XLE/XSE,2.5,4,Auto(S8),25,34,Naturally Aspirated,Semi-Automatic,8,All Wheel Drive,1600,2,2,Midsize Cars,8/2/22,No,353,256
Toyota,CAMRY HYBRID LE,2.5,4,Auto(AV-S6),51,53,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",850,2,2,Midsize Cars,8/2/22,Yes,173,167
Toyota,CAMRY HYBRID SE/XLE/XSE,2.5,4,Auto(AV-S6),44,47,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",950,2,2,Midsize Cars,8/2/22,Yes,200,189
Toyota,CAMRY LE/SE,2.5,4,Auto(S8),28,39,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1400,2,2,Midsize Cars,8/2/22,No,320,230
Toyota,CAMRY TRD,3.5,6,Auto(S8),22,31,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1750,2,2,Midsize Cars,8/2/22,No,409,287
Toyota,CAMRY XLE/XSE,2.5,4,Auto(S8),27,38,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1450,2,2,Midsize Cars,8/2/22,No,329,233
Toyota,CAMRY XSE,3.5,6,Auto(S8),22,32,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Midsize Cars,8/2/22,No,401,277
Toyota,PRIUS,2,4,Auto(AV),57,56,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",800,2,2,Midsize Cars,12/25/22,Yes,154,158
Toyota,PRIUS AWD,2,4,Auto(AV),53,54,Naturally Aspirated,Continuously Variable,1,Part-time 4-Wheel Drive,800,2,2,Midsize Cars,12/25/22,Yes,166,163
Toyota,PRIUS AWD XLE/LTD,2,4,Auto(AV),49,50,Naturally Aspirated,Continuously Variable,1,Part-time 4-Wheel Drive,900,2,2,Midsize Cars,12/25/22,Yes,179,176
Toyota,PRIUS XLE/LTD,2,4,Auto(AV),52,52,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",850,2,2,Midsize Cars,12/25/22,Yes,168,169
Toyota,TOYOTA CROWN AWD,2.4,4,Auto(AV-S6),29,32,Turbocharged,Selectable Continuously Variable,6,All Wheel Drive,1500,2,2,Midsize Cars,1/9/23,Yes,303,272
Toyota,TOYOTA CROWN AWD,2.5,4,Auto(AV),42,41,Naturally Aspirated,Continuously Variable,1,All Wheel Drive,1100,2,2,Midsize Cars,1/9/23,Yes,209,214
Volvo,S90 B6 AWD,2,4,Auto(S8),23,32,Turbocharged+Supercharged,Semi-Automatic,8,All Wheel Drive,2100,2,2,Midsize Cars,7/1/22,Yes,383,279
Honda,INTEGRA,1.5,4,Auto(AV-S7),30,37,Turbocharged,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1650,2,2,Large Cars,5/23/22,Yes,296,237
Honda,INTEGRA A-SPEC,1.5,4,Auto(AV-S7),29,36,Turbocharged,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1700,2,2,Large Cars,5/23/22,Yes,304,245
Honda,INTEGRA A-SPEC,1.5,4,Manual(M6),26,36,Turbocharged,Manual,6,"2-Wheel Drive, Front",1800,2,2,Large Cars,5/23/22,Yes,339,241
Volkswagen Group of,A8L,3,6,Auto(S8),19,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2500,2,2,Large Cars,7/15/22,Yes,468,312
Volkswagen Group of,S8,4,8,Auto(S8),15,23,Turbocharged,Semi-Automatic,8,All Wheel Drive,3050,2,2,Large Cars,8/31/22,Yes,598,388
BMW,740i Sedan,3,6,Auto(S8),25,31,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",2050,2,2,Large Cars,7/22/22,Yes,355,287
BMW,760i xDrive Sedan,4.4,8,Auto(S8),18,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2600,2,2,Large Cars,7/22/22,Yes,485,340
FCA US LLC,300,3.6,6,Auto(A8),19,30,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",1900,2,2,Large Cars,12/5/22,No,466,295
FCA US LLC,300,5.7,8,Auto(A8),16,25,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2700,1,1,Large Cars,12/5/22,No,556,355
FCA US LLC,300,6.4,8,Auto(A8),15,24,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3050,1,1,Large Cars,12/5/22,No,602,363
FCA US LLC,300 AWD,3.6,6,Auto(A8),18,27,Naturally Aspirated,Automatic,8,All Wheel Drive,2100,2,2,Large Cars,12/5/22,No,484,330
FCA US LLC,Charger,3.6,6,Auto(A8),19,30,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",1900,2,2,Large Cars,12/5/22,No,466,295
FCA US LLC,Charger,5.7,8,Auto(A8),16,25,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",2700,1,1,Large Cars,12/5/22,No,556,355
FCA US LLC,Charger,6.4,8,Auto(A8),15,24,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3050,1,1,Large Cars,12/5/22,No,602,363
FCA US LLC,Charger AWD,3.6,6,Auto(A8),18,27,Naturally Aspirated,Automatic,8,All Wheel Drive,2100,2,2,Large Cars,12/5/22,No,484,330
FCA US LLC,Charger SRT Widebody,6.2,8,Auto(A8),12,21,Supercharged,Automatic,8,"2-Wheel Drive, Rear",3650,1,1,Large Cars,12/5/22,No,721,434
FCA US LLC,Charger Widebody,6.4,8,Auto(A8),15,24,Naturally Aspirated,Automatic,8,"2-Wheel Drive, Rear",3050,1,1,Large Cars,12/5/22,No,602,363
Hyundai,G80 AWD,2.5,4,Auto(S8),22,30,Turbocharged,Semi-Automatic,8,All Wheel Drive,2200,2,2,Large Cars,5/2/22,Yes,412,299
Hyundai,G80 AWD,3.5,6,Auto(S8),16,25,Turbocharged,Semi-Automatic,8,All Wheel Drive,2900,2,2,Large Cars,5/2/22,Yes,547,365
Hyundai,G80 RWD,2.5,4,Auto(S8),22,32,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",2100,2,2,Large Cars,5/2/22,Yes,398,282
Hyundai,G90 AWD,3.5,6,Auto(S8),18,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2600,2,2,Large Cars,4/1/22,Yes,491,347
Hyundai,G90 MHEV,3.5,6,Auto(S8),17,24,Turbocharged+Supercharged,Semi-Automatic,8,All Wheel Drive,2750,2,2,Large Cars,4/1/22,Yes,505,363
Honda,ACCORD,1.5,4,Auto(AV),29,37,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1400,2,2,Large Cars,1/21/23,Yes,306,239
Honda,ACCORD,2,4,Auto(AV),51,44,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",900,2,2,Large Cars,1/21/23,Yes,172,200
Honda,CIVIC 5Dr,1.5,4,Auto(AV),31,39,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1250,2,2,Large Cars,10/25/22,Yes,285,224
Honda,CIVIC 5Dr,1.5,4,Auto(AV-S7),30,37,Turbocharged,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1350,2,2,Large Cars,10/25/22,Yes,292,237
Honda,CIVIC 5Dr,1.5,4,Manual(M6),28,37,Turbocharged,Manual,6,"2-Wheel Drive, Front",1450,2,2,Large Cars,10/25/22,Yes,319,237
Honda,CIVIC 5Dr,2,4,Auto(AV-S7),29,37,Naturally Aspirated,Selectable Continuously Variable,7,"2-Wheel Drive, Front",1400,2,2,Large Cars,10/25/22,Yes,307,241
Honda,CIVIC 5Dr,2,4,Manual(M6),26,36,Naturally Aspirated,Manual,6,"2-Wheel Drive, Front",1550,2,2,Large Cars,10/25/22,Yes,338,246
Honda,CIVIC 5Dr,2,4,Manual(M6),22,28,Turbocharged,Manual,6,"2-Wheel Drive, Front",2300,2,2,Large Cars,10/28/22,No,404,314
Hyundai,Sonata,1.6,4,Auto(S8),27,37,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1450,2,2,Large Cars,6/15/22,No,333,244
Hyundai,Sonata,2.5,4,Auto(AM-S8),23,33,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",1650,2,2,Large Cars,6/15/22,No,384,275
Hyundai,Sonata,2.5,4,Auto(S8),28,38,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1400,2,2,Large Cars,6/15/22,Yes,319,235
Hyundai,Sonata,2.5,4,Auto(S8),27,37,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1450,2,2,Large Cars,6/15/22,No,333,243
Hyundai,Sonata Hybrid,2,4,Auto(AM-S6),45,51,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",950,2,2,Large Cars,7/1/22,Yes,200,175
Hyundai,Sonata Hybrid Blue,2,4,Auto(AM-S6),50,54,Naturally Aspirated,Automated Manual- Selectable,6,"2-Wheel Drive, Front",850,2,2,Large Cars,7/1/22,Yes,178,164
Kia,K5,1.6,4,Auto(S8),27,37,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1450,2,2,Large Cars,6/1/22,No,335,242
Kia,K5,2.5,4,Auto(AM-S8),24,32,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",1650,2,2,Large Cars,6/1/22,No,377,278
Kia,K5 AWD,1.6,4,Auto(S8),25,33,Turbocharged,Semi-Automatic,8,All Wheel Drive,1600,2,2,Large Cars,6/1/22,No,354,269
Maserati,QUATTROPORTE GT,3,6,Auto(A8),16,25,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2900,2,2,Large Cars,6/1/22,Yes,541,344
Maserati,QUATTROPORTE MODENA AWD,3,6,Auto(A8),17,25,Turbocharged,Automatic,8,All Wheel Drive,2750,2,2,Large Cars,6/15/22,Yes,534,361
Maserati,QUATTROPORTE MODENA RWD,3,6,Auto(A8),16,25,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2900,2,2,Large Cars,6/1/22,Yes,541,344
Maserati,QUATTROPORTE TROFEO,3.8,8,Auto(A8),13,20,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",3400,2,2,Large Cars,6/1/22,Yes,654,446
Mercedes-Benz,S 500 4MATIC,3,6,Auto(A9),20,28,Other,Automatic,9,All Wheel Drive,2400,2,2,Large Cars,9/14/22,Yes,449,314
Mercedes-Benz,S 580 4MATIC,4,8,Auto(A9),16,25,Turbocharged,Automatic,9,All Wheel Drive,2900,2,2,Large Cars,10/14/22,Yes,541,358
Mercedes-Benz,S 580 4MATIC Maybach,4,8,Auto(A9),15,25,Turbocharged,Automatic,9,All Wheel Drive,3050,2,2,Large Cars,10/14/22,Yes,597,361
